212578 11657
74231 7677
4635 2767
31761 5646
222911 12417
184585 1448
3010 1448
4098 1448
235595 12418
3011 1449
3012 1449
398411 15326
14526 2488
4476 2488
4563 2489
373661 2647
4477 2490
222765 4890
24561 4890
386463 14739
1427 456
2084 456
4505 2491
29728 5647
31821 5648
12414 3875
253561 13192
5716 3584
8437 3585
96953 8409
179513 10697
368527 10697
370360 10697
23155 5032
2838 293
968 293
194371 11800
50164 7226
130483 3586
5551 3586
240017 12819
197037 2492
394003 2492
4447 2492
13111 3587
21019 3587
5636 3587
15383 1750
3272 1750
6567 3195
96858 8410
197869 11316
389422 11316
15381 1103
197008 1103
21167 1103
2437 1103
25636 1103
3822 1103
394004 1103
45307 1103
391781 14870
386464 2648
386465 14769
386466 14615
391782 4631
386467 14740
386468 14616
386469 14741
391783 14971
391784 14871
391785 14872
382205 14422
382835 14422
370735 13770
15138 4158
132072 3588
9713 3588
116725 8904
370424 8904
198073 11065
29857 5959
43539 6668
30692 5649
213818 12005
209046 11801
370581 11801
21285 4632
394351 4632
26715 6226
370811 13771
383175 13771
1470 457
233299 457
209290 11802
394485 15092
3239 1751
189880 4633
207333 4633
226906 4633
247317 4633
265718 4633
376237 4633
380236 4633
207897 3061
397564 3061
5108 3061
5722 3589
190579 10962
398574 15327
378373 14124
233197 12282
29873 5960
51088 885
5865 3590
230076 12136
376238 14075
191082 10963
205072 10963
226589 10963
366305 10963
370618 10963
386299 10963
386470 10963
398578 10963
383176 14486
1556 458
201098 458
2839 458
174915 10486
74187 7963
220147 12328
366290 13402
184599 1104
2392 1104
2661 1105
121196 8757
370543 8757
389423 8757
11140 1106
129458 1106
14727 1106
2750 1106
4175 1106
84635 1106
121268 8758
145992 9570
23030 5033
382836 5033
197160 11317
159294 459
1642 459
21186 2768
4857 2768
50144 7227
382206 14423
369036 13621
1698 460
178135 11110
401803 15475
154408 10004
370738 13772
220086 12329
383160 12329
401452 12329
29922 5650
380364 14273
2393 1107
1827 1001
184464 1001
122449 9185
380272 9185
19667 4323
380365 14274
366294 13403
289227 13193
398565 15358
394486 15164
153946 10698
376239 10698
153427 10271
378402 14125
383177 886
74284 7671
202510 1563
3040 1563
3041 1563
198305 11449
401644 11449
135206 5652
29740 5652
262675 12664
3374 1752
19549 1753
247330 1753
3476 1753
382838 1753
389426 1753
382839 2769
397641 2769
4800 2769
198402 11319
249411 7071
46148 7071
43713 6669
382209 14425
380366 14275
373712 13876
96892 8412
24601 4891
3159 1564
3160 1564
373543 13877
275707 12820
40195 6228
2605 1108
383179 14488
130525 5035
24127 5035
3425 1754
23034 5036
259268 5036
12994 2494
135228 2494
14586 2494
4448 2494
175052 10487
220454 10487
397784 10487
366258 13405
380253 13405
89101 8130
198090 11066
394487 15165
386471 14617
391786 14972
394488 15166
386472 14692
394065 14692
22377 4752
1189 1
129459 1
15371 1
15802 1
189223 1
189884 1
21041 1
21121 1
2142 1
221985 1
26654 1
389 1
3892 1
393817 1
45255 1
6536 1
691 1
82988 1
94 1
205070 11707
370688 11707
382210 11707
397847 11707
39889 6229
39755 6230
1513 462
140233 9344
191239 9344
205957 9344
383180 887
174852 2649
266299 2649
370750 13773
204987 11708
249398 11708
380368 14276
205065 11709
249413 11709
376241 11709
383181 11709
259715 13090
382211 13090
249695 888
370680 888
380367 14277
75277 7382
74428 7803
159328 7383
393941 7383
50338 7383
74393 7965
78694 7384
74596 7804
77919 7385
79164 7966
75399 7386
198360 11320
193506 11450
401804 15553
401805 15554
189638 11112
247543 11112
368523 11112
376242 11112
401709 11112
401806 15555
226512 13028
174963 10488
378459 14126
373578 13878
373590 13879
373550 13880
398656 15232
380369 14278
380370 14279
378374 14127
398604 15328
378375 14128
382840 6231
41162 6231
44747 6528
136150 9352
279712 9352
205366 6232
247343 6232
373328 6232
41168 6232
122432 9187
247358 9187
401628 9187
182290 2382
106645 6529
193871 6529
394005 6529
401629 6529
42049 6529
1599 463
201117 463
2853 463
4099 463
3608 2071
74148 7967
1398 464
228269 464
4369 2229
4564 2229
386473 14618
22960 5037
220264 12330
1600 465
201118 465
2316 465
4100 465
19541 4324
243435 3196
6506 3196
6508 3197
221493 3198
6499 3198
221987 3199
6493 3199
6516 3200
6492 3201
202452 294
2840 294
955 294
1092 295
2014 295
900 295
1093 296
11145 296
14770 296
2015 296
3758 296
45487 296
82989 296
901 296
3477 1755
201781 3591
393878 3591
5867 3591
240031 12821
240194 12822
398640 15399
1399 466
228270 466
3426 1756
10487 4011
391788 14920
391787 14945
24579 4892
24591 4893
174986 10489
397854 10489
398564 15400
398436 15265
2258 297
956 297
202619 298
957 298
2985 1451
2986 1451
401807 15627
369041 13623
1428 467
201119 467
193658 9345
397750 9345
212617 11659
397741 7228
51221 7228
212648 11658
6036 3363
19584 4325
228218 12283
209148 5341
26383 5341
121157 2650
158100 2650
393942 2650
23224 5038
214344 12137
397796 12137
20221 2230
221494 2230
4286 2230
6639 2230
189894 10964
205073 10964
245188 10964
401808 15632
366402 13406
4565 2495
366325 13407
262657 12665
27613 5342
49045 6811
35409 6670
202651 11803
386474 14715
383182 14489
157974 10272
2717 1109
382212 2770
4596 2770
48156 6812
386475 14770
394066 14770
262846 12666
48383 6813
226890 12419
370677 12419
382213 12419
401809 12419
34832 5961
397389 2771
4747 2771
270988 12823
129913 5962
34378 5962
152998 9865
15403 1757
3240 1757
74317 7672
10493 4012
45313 4012
394489 15093
157950 6671
393943 6671
43599 6671
391789 14973
184543 1453
2988 1453
2989 1453
4029 1453
220644 12420
2987 1452
159828 766
1746 766
140339 9572
207921 9572
5109 3062
26409 5343
220218 12331
383183 14490
398603 15233
1601 468
201265 468
2317 468
113619 8907
370571 8907
113509 8908
370576 8908
29929 5653
2016 371
202567 371
3759 371
992 371
2394 1110
3241 1758
191577 11321
2960 1454
3960 1454
2961 1455
3035 1456
184586 1457
2990 1457
124342 9188
25856 5510
26830 5511
201315 1458
2991 1458
134753 1459
16444 1459
2992 1459
2993 1459
16441 1460
2994 1460
2995 1460
45364 1460
82991 1460
201316 1461
2996 1461
13106 2231
4287 2231
4288 2231
5603 2231
83276 2231
394490 15011
386476 2651
29758 3364
397533 3364
6110 3364
84072 3364
184600 1111
2606 1111
179538 4634
25951 5512
373396 13870
373530 13870
130550 6093
34243 6093
39882 6233
4478 2496
19634 4326
14550 1759
27115 1759
3323 1759
4247 1759
382841 2
390 2
692 2
95 2
394491 15218
30555 5654
