253561	14.18
289227	0.14
253627	1.88
270801	0.14
270361	0.16
253603	0.25
253601	0.16
253587	0.95
253570	0.14
253573	0.18
253623	0.55
289216	0.16
253579	0.14
265410	0.14
253556	0.15
265383	0.14
265418	0.25
270972	0.14
270962	0.50
270966	0.14
270795	0.16
253519	0.15
265399	0.14
253589	0.16
289214	0.14
289222	0.24
253683	7.39
270785	0.16
253582	0.18
265377	0.16
261322	0.18
265403	0.14
270963	0.25
253525	0.14
253654	0.14
265387	0.14
270954	0.25
290524	0.14
265373	0.14
290542	5.80
270786	0.13
253619	0.16
265369	0.14
253635	0.28
290528	0.32
253565	0.14
253558	0.14
253606	0.26
253533	0.48
253524	0.78
253639	0.14
277990	0.14
277991	0.14
265411	0.26
270798	3.05
270349	0.14
270368	0.16
253640	0.14
270970	0.25
270793	0.27
290529	7.25
270959	1.38
253571	0.15
270356	0.86
265389	0.14
253566	0.19
265417	0.14
265374	0.14
265401	0.15
253544	0.14
270354	1.89
253509	0.21
265407	0.14
289215	0.15
289226	0.18
265397	0.14
253545	0.16
253552	0.77
290527	0.14
265414	0.33
265393	0.14
253553	0.14
322459	0.17
290536	0.16
253588	0.18
290541	0.26
289325	0.16
289326	0.17
289328	0.15
289327	0.18
333718	0.16
289230	0.17
289217	0.14
289213	0.14
253643	0.16
253548	0.21
270788	0.15
265385	0.48
253508	0.16
270964	0.15
253645	0.16
290535	0.15
270796	0.15
270960	0.66
265386	0.14
277996	0.18
270968	0.26
270957	0.55
265406	0.24
265392	0.25
253684	7.27
253648	0.25
289211	0.17
290537	0.20
253536	0.14
253541	0.21
253520	0.14
253655	0.31
265376	0.14
265380	0.14
289316	0.17
289315	0.18
289313	0.16
289314	0.17
333719	0.16
270958	0.14
290531	0.76
253528	0.56
270961	0.14
253514	0.16
253638	0.21
253653	3.37
253633	0.26
290534	1.21
289221	0.64
271100	0.14
253646	0.14
270364	0.16
270797	0.14
270781	0.14
289218	0.14
253518	0.92
290543	2.28
265391	0.16
253592	0.29
253598	0.28
253510	0.27
265408	0.14
270800	0.17
253632	0.44
253636	0.16
289321	0.18
289324	0.14
289322	0.18
289323	0.15
333720	0.16
253569	1.26
270367	0.16
253626	1.42
270366	0.15
290526	0.41
270362	0.17
270371	0.14
253680	8.39
253624	1.68
253567	0.25
270955	0.14
265405	0.14
270374	0.16
253581	1.06
289310	0.15
289311	0.16
289309	0.16
289312	0.17
333721	0.17
270792	0.50
270794	0.20
265390	0.15
253568	0.16
253599	0.16
253596	0.19
253590	0.22
270953	0.15
253617	0.19
290525	0.16
253585	0.16
253591	0.13
253574	1.22
253532	1.79
277995	2.34
253546	0.26
290530	0.16
289219	0.16
270351	0.16
277992	0.22
253529	0.16
265396	0.14
265394	0.14
265388	0.16
265404	0.25
253614	0.14
270790	0.16
289224	0.16
253651	0.28
271099	0.15
253631	0.16
265382	0.14
253656	0.14
253576	0.14
265409	0.66
253622	0.14
289212	0.16
253555	0.16
290532	0.50
290533	0.16
253586	0.20
253607	0.14
270373	0.16
265372	0.17
270357	0.16
253549	0.14
270969	0.41
253594	0.25
253534	6.30
265381	0.14
270791	0.14
265413	0.14
253682	12.86
265398	0.14
265384	0.16
270967	0.16
265415	0.17
253554	0.14
253512	3.89
270804	0.14
289317	0.16
289320	0.16
289318	0.16
289319	0.16
333722	0.16
265416	0.14
270369	0.28
270355	0.17
270353	0.16
253562	0.16
253681	8.74
253649	0.15
289223	0.15
253551	0.18
265371	0.18
265400	0.14
253608	0.14
253615	0.14
289228	0.13
253550	0.15
270375	0.19
289220	0.14
289225	0.14
253641	2.95
253538	0.28
253507	0.48
270370	0.14
270372	4.47
253560	0.32
253521	0.14
265379	0.14
270346	0.17
265412	0.14
270359	0.25
290538	3.51
253539	0.37
270784	0.25
253575	5.87
289229	0.16
178135	0.15
170993	0.17
189638	0.26
197538	5.59
197893	0.81
177584	44.25
190420	0.30
193404	0.16
197402	0.28
197531	0.17
192231	0.16
185703	0.15
197890	2.19
193397	2.77
180350	0.14
191372	0.16
180362	0.15
170995	0.66
197892	4.32
192230	12.33
177500	0.14
180509	0.14
185734	0.36
177558	0.19
183417	0.14
189001	0.15
185697	0.14
193406	0.15
198524	3.87
195402	8.55
177546	0.14
197535	0.16
195626	0.36
186322	0.81
190394	0.64
178121	0.14
186309	1.85
190406	0.15
178137	0.15
191374	0.29
180115	0.30
193398	11.50
191373	0.28
192221	0.32
190399	1.25
190414	3.20
189006	1.74
193405	1.28
190396	0.17
189629	0.45
185743	7.54
201962	
195158	1.15
201962	0.87
201960	1.25
195183	0.90
180361	0.17
185698	1.16
197887	0.17
192226	0.14
195627	0.29
177501	0.56
170987	28.12
180411	0.16
180473	0.15
185701	0.14
198523	0.18
192220	0.42
189631	0.38
189621	0.16
185694	0.19
180127	0.15
183418	0.36
180498	0.20
170998	0.14
197404	0.18
185752	0.32
180408	0.17
191361	0.15
180348	3.51
193394	0.14
192215	0.17
185727	1.18
180435	0.14
180467	0.15
197530	0.17
178151	0.17
190407	11.46
185711	0.15
201964	
201966	1.20
201964	0.99
201963	1.93
195170	0.97
192227	0.14
177505	0.29
189627	0.33
169963	0.20
180347	4.00
185704	5.61
191356	1.04
189635	0.25
190408	0.30
198519	0.18
186320	0.21
177530	0.17
170991	0.15
177542	0.20
178131	0.15
189637	0.15
192214	0.15
178145	0.16
177585	0.15
188999	0.17
197528	0.28
197534	0.14
189636	0.16
191369	1.28
185749	10.00
190404	0.42
197889	4.74
180352	0.14
190412	0.30
195628	0.14
190398	1.01
186324	0.23
177543	0.17
191371	37.02
189625	0.16
170978	0.17
193403	0.16
197532	5.73
180415	0.15
190401	0.14
190413	56.28
183414	0.15
191359	0.15
201967	
201968	0.92
201967	0.85
201969	1.71
201970	0.87
195634	0.16
180360	0.14
197529	0.17
197403	0.14
180346	0.13
190411	13.83
185699	0.22
171001	0.14
192219	6.59
192224	1.25
192210	0.16
185737	13.29
185696	0.15
178138	0.16
190417	1.45
178109	0.14
190395	0.14
169975	0.15
197533	0.16
201972	
195179	0.90
201972	0.87
201974	0.86
195163	0.89
170977	0.15
169958	0.28
193407	0.20
192217	0.26
197891	5.70
195635	0.17
197407	0.19
195572	0.17
180448	0.20
197406	0.23
192222	1.47
197537	0.16
180493	0.14
178115	0.15
195630	2.12
197405	0.16
185712	0.71
189624	0.14
197536	0.18
195632	1.20
186316	0.14
190393	76.70
180455	1.44
178113	0.15
195629	0.34
195631	0.16
180134	0.15
189626	0.30
180505	0.15
193399	0.18
178119	0.15
177517	0.15
192211	0.15
178136	0.15
177541	0.15
195403	15.70
177586	0.14
178144	2.23
185709	0.29
185751	0.28
178134	0.15
180495	0.14
190405	0.77
171012	0.17
190397	0.14
191360	0.18
197527	1.47
177551	0.15
180465	0.14
201978	
201977	1.07
201978	0.99
195159	0.99
195157	0.82
180457	0.16
191355	0.15
177549	0.15
180482	0.15
186321	1.23
170971	0.14
180458	0.15
180423	0.14
190410	0.18
192212	0.15
192223	0.18
193396	0.18
192229	0.14
178140	0.19
169977	0.14
169971	0.43
180447	0.15
192209	0.16
190400	3.62
192232	0.25
192225	0.14
185707	1.09
178150	0.15
180454	0.14
193400	52.13
177571	0.90
191368	15.70
191353	0.15
197526	0.14
190418	0.17
170982	0.14
191376	0.33
183403	0.15
189620	0.14
21167	0.28
21186	0.20
21121	0.27
21177	0.23
21102	0.24
21182	0.84
21120	0.20
21122	0.24
11177	0.38
21099	0.17
21168	0.21
21143	3.13
21170	0.24
21141	1.32
21127	1.71
21165	0.22
21137	0.28
21154	1.59
21196	0.54
21133	0.27
21123	0.18
21203	0.23
21188	0.26
21153	1.65
21192	0.63
21175	0.18
21163	0.23
21139	0.24
22353	1.07
21194	0.12
21205	0.21
21130	0.19
21159	0.20
21195	0.32
21131	0.23
22366	0.34
21197	12.89
11380	0.45
21166	0.20
21155	2.49
21107	1.49
21138	0.52
21126	0.78
21097	0.19
21125	0.23
21176	0.19
21117	0.24
