1	371.52
2	37.51
3	16000.00
4	140.99
5	6.17
6	541.13
7	185.84
8	4.30
9	17.43
10	5.07
11	203.28
12	114.95
13	299.98
14	659.99
15	359.96
16	10.41
17	134.98
18	359.98
19	99.30
20	260.96
21	4.02
22	5.05
23	99.99
24	11.68
25	152.00
26	31.50
27	133.99
28	38.49
29	7.08
30	769.26
31	149.12
32	2699.96
33	3000.00
34	2395.00
35	2699.96
36	4000.00
37	539.98
38	4.99
39	5.43
40	253.55
41	5.18
42	117.49
43	154.99
44	4.87
45	899.95
46	304.55
47	4.99
48	99.00
49	299.98
50	16.95
51	6.81
52	131.59
53	6.40
54	48.88
55	113.74
56	7.52
57	194.99
58	156.58
59	188.98
60	289.97
61	4.72
62	2.02
63	6.12
64	1.97
65	1.98
66	8.17
67	2.03
68	66.69
69	279.99
70	294.99
71	449.98
72	222.84
73	6.28
74	379.98
75	1.74
76	4.07
77	2.46
78	2.46
79	151.98
80	7.00
81	2.23
82	4.96
83	42.38
84	5.58
85	66.02
86	6.49
87	3.80
88	5.34
89	113.74
90	1.80
91	182.49
92	269.98
93	359.98
94	10.74
95	3588.33
96	4.78
97	9.03
98	365.41
99	49.49
100	49.68
101	304.98
102	134.97
103	1.77
104	120.49
105	5.60
106	1.76
107	2.09
108	1.77
109	4.41
110	336.88
111	123.95
112	249.99
113	145.30
114	2.26
115	7.24
116	1.99
117	5.29
118	189.98
119	1.82
120	4.65
121	3.66
122	32.37
123	1.92
124	1.99
125	4.83
126	140.00
127	1.90
128	244.99
129	5.50
130	103.47
131	2649.98
132	3000.00
133	2.11
134	3.79
135	189.95
136	99.99
137	5.53
138	5.98
139	5.69
140	116.36
141	229.99
142	881.20
143	7.51
144	20.01
145	87.49
146	2.76
147	246.23
148	359.98
149	4.90
150	379.98
151	177.29
152	79.99
153	5.68
154	2.75
155	3.34
156	10.28
157	31.93
158	12.80
159	1.75
160	117.52
161	4.75
162	8.80
163	103.46
164	124.99
165	102.52
166	13.19
167	5.56
168	132.47
169	1.76
170	43.19
171	2.97
172	1.77
173	2.19
174	6.91
175	134.98
176	2.04
177	6.43
178	140.39
179	4.44
180	5.91
181	1.92
182	6.22
183	1.83
184	166.25
185	5.23
186	5.63
187	89.99
188	3.31
189	33.25
190	15.07
191	1.89
192	4.02
193	3.50
194	164.99
195	2.38
196	11.38
197	6.69
198	2.37
199	6.35
200	199.95
201	8.08
202	238.13
203	149.75
204	1.83
205	1.72
206	1.83
207	1.68
208	6.86
209	119.97
210	104.99
211	134.98
212	2.04
213	21.99
214	29.99
215	149.99
216	228.00
217	21.84
218	99.79
219	219.99
220	90.96
221	2.43
222	1299.95
223	119.97
224	7.22
225	6.34
226	5.99
227	99.99
228	5.45
229	8.98
230	6.46
231	437.00
232	116.00
233	337.48
234	445.36
235	2.04
236	7.17
237	124.99
238	132.49
239	4.49
240	8.98
241	1.00
242	2.13
243	8.68
244	2.99
245	5.51
246	5.99
247	186.74
248	1.69
249	11.36
250	164.32
251	4.82
252	2.44
253	1.93
254	1.84
255	1.86
256	85.47
257	10.77
258	5.50
259	2.41
260	117.00
261	2.00
262	103.46
263	95.31
264	5.40
265	11.50
266	99.99
267	134.98
268	1.95
269	135.00
270	80.97
271	161.13
272	117.49
273	6.14
274	21.78
275	4.79
276	525.99
278	5.66
279	1233.54
280	2144.99
281	1349.99
282	1125.76
283	1584.37
284	1124.99
285	5950.00
286	4999.99
287	3079.99
289	3.95
291	3.75
293	4.99
295	3.32
296	77.98
297	24.77
298	10000.00
299	73.46
300	1.74
301	299.25
302	19.00
303	1.49
304	4.64
305	1.79
306	49.28
307	22.46
308	53.96
309	549.99
310	220.00
311	3.70
312	25.15
313	148.99
314	40.20
315	195.00
316	1.66
317	1.76
318	19.99
319	8.30
320	95.99
321	18.99
322	24.73
323	10.76
324	3.58
325	550.00
326	106.28
327	1599.96
328	3200.00
329	1600.00
330	1799.96
331	4999.99
332	254.98
333	1.78
334	1.95
335	188.50
336	1.76
337	23.75
338	39.98
339	1.79
340	1199.99
341	169.90
342	1.75
343	36.80
344	97.95
345	14.86
346	1.85
347	27.49
348	1.79
349	21.55
350	18.25
351	1.56
352	28.52
353	31.48
354	55.18
355	208.98
356	2.37
357	0.90
358	2.30
359	0.87
360	0.86
361	4.61
362	0.86
363	39.99
364	92.10
365	74.00
366	222.99
367	75.00
368	4.80
369	91.04
370	0.87
371	1.45
372	0.94
373	0.86
374	121.48
375	1.89
376	0.88
377	1.67
378	22.40
379	2.67
380	44.42
381	4.30
382	1.95
383	1.70
384	19.57
385	0.89
386	62.98
387	173.99
388	55.09
389	5.08
390	3499.00
391	1.90
392	5.99
393	156.24
394	12.53
395	28.19
396	163.12
397	79.99
398	0.86
399	42.00
400	1.57
401	0.85
402	0.86
403	0.81
404	1.65
405	194.11
406	24.99
407	73.37
408	42.00
409	0.89
410	1.79
411	0.90
412	2.00
413	17.09
414	0.80
415	1.23
416	1.41
417	21.91
418	0.88
419	0.87
420	1.71
421	20.78
422	0.94
423	93.99
424	2.65
425	18.31
426	2399.96
427	1319.99
428	0.90
429	2.26
430	217.49
431	18.89
432	1.95
433	1.87
434	1.85
435	30.66
436	144.95
437	650.00
